ID,Fattening_group.Pen,t (day),Wt (kg),FIt (kg day-1)
36,202022-115,22,48.5,1.716
36,202022-115,23,50.25,1.855
36,202022-115,24,50.5,1.812
36,202022-115,25,51.5,1.987
36,202022-115,26,51,1.538
36,202022-115,27,52.25,2.028
36,202022-115,28,54,2.055
36,202022-115,29,54.75,1.095
36,202022-115,30,54.5,1.545
36,202022-115,31,55.5,1.512
36,202022-115,32,55.75,2.003
36,202022-115,33,57.5,2.161
36,202022-115,34,57,1.894
36,202022-115,35,59,2.29
36,202022-115,36,60,2.173
36,202022-115,37,62,2.62
36,202022-115,38,62.5,1.976
36,202022-115,39,63.5,1.616
36,202022-115,40,63.25,1.947
36,202022-115,41,63.5,2.134
36,202022-115,42,65.5,2.236
36,202022-115,43,66.5,2.115
36,202022-115,44,67.5,2.161
36,202022-115,45,67.5,1.922
36,202022-115,46,69,2.426
36,202022-115,47,71,2.293
36,202022-115,48,71.5,2.72
36,202022-115,49,73,2.644
36,202022-115,50,72.5,2.34
36,202022-115,51,74.5,2.761
36,202022-115,52,76,2.654
36,202022-115,53,78,3.616
36,202022-115,54,77.5,2.561
36,202022-115,55,79,2.562
36,202022-115,56,80.5,2.393
36,202022-115,57,82.5,2.895
36,202022-115,58,82.5,3.067
36,202022-115,59,84,2.966
36,202022-115,60,85,2.717
36,202022-115,61,85.5,2.852
36,202022-115,62,88,3.356
36,202022-115,63,89.5,3.378
36,202022-115,64,90,3.11
36,202022-115,65,92.75,3.189
36,202022-115,66,92.5,3.317
36,202022-115,67,94.5,3.093
36,202022-115,68,94.5,2.89
36,202022-115,69,96,3.059
36,202022-115,70,96,2.934
36,202022-115,71,97.5,2.884
36,202022-115,72,98.25,3.347
36,202022-115,73,100,2.672
36,202022-115,74,99.75,2.624
36,202022-115,75,100,3.467
36,202022-115,76,102.5,2.925
36,202022-115,77,102.5,3.65
36,202022-115,78,105,3.81
61,202022-116,1,27,0.796
61,202022-116,2,27.364,0.73
61,202022-116,3,28.101,1.311
61,202022-116,4,28.838,1.014
61,202022-116,5,30.5,1.06
61,202022-116,6,29.5,0.713
61,202022-116,7,30.5,1.362
61,202022-116,8,31.5,1.244
61,202022-116,9,32.5,1.208
61,202022-116,10,33,1.549
61,202022-116,11,34,1.745
61,202022-116,12,35.5,1.194
61,202022-116,13,36.5,1.468
61,202022-116,14,37,1.98
61,202022-116,15,38,1.412
61,202022-116,16,38.5,1.587
61,202022-116,17,39.5,1.608
61,202022-116,18,41.25,1.63
61,202022-116,19,43,1.956
61,202022-116,20,43.5,1.768
61,202022-116,21,43.5,1.804
61,202022-116,22,45,1.645
61,202022-116,23,45.5,1.488
61,202022-116,24,45.5,1.942
61,202022-116,25,47,1.681
61,202022-116,26,48,1.513
61,202022-116,27,49,1.992
61,202022-116,28,49.75,1.32
61,202022-116,29,50.5,2.035
61,202022-116,30,52.25,1.224
61,202022-116,31,52,1.521
61,202022-116,32,52.5,1.917
61,202022-116,33,53.5,1.855
61,202022-116,34,54,1.493
61,202022-116,35,55.5,2.301
61,202022-116,36,56.5,1.977
61,202022-116,37,57.5,1.435
61,202022-116,38,59,2.01
61,202022-116,39,60,2.084
61,202022-116,40,60.75,2.214
61,202022-116,41,61.25,2.169
61,202022-116,42,62.75,2.33
61,202022-116,43,63.25,2.209
61,202022-116,44,64,1.925
61,202022-116,45,64.5,1.95
61,202022-116,46,66.75,2.427
61,202022-116,47,67.75,2.642
61,202022-116,48,69.5,2.824
61,202022-116,49,70.5,2.182
61,202022-116,50,72,2.757
61,202022-116,51,72.5,2.695
61,202022-116,52,73.5,2.262
61,202022-116,53,75,2.651
61,202022-116,54,75.5,2.923
61,202022-116,55,77.25,1.901
61,202022-116,56,79,2.724
61,202022-116,57,80.5,2.382
61,202022-116,58,81.5,2.647
61,202022-116,59,82,2.554
61,202022-116,60,82,2.875
61,202022-116,61,84.5,2.553
61,202022-116,62,85,1.841
61,202022-116,63,86,2.974
61,202022-116,64,87,2.086
61,202022-116,65,89.25,2.913
61,202022-116,66,89.5,2.815
61,202022-116,67,91.5,2.207
61,202022-116,68,92.25,3.239
61,202022-116,69,93.5,2.917
61,202022-116,70,94,2.964
61,202022-116,71,95.5,2.609
61,202022-116,72,97.25,2.888
61,202022-116,73,98,3.272
61,202022-116,74,99.5,2.917
61,202022-116,75,99.5,3.204
61,202022-116,76,101.5,2.781
61,202022-116,77,102.75,3.255
61,202022-116,78,103.25,2.597
18,202022-115,1,39.25,1.138
18,202022-115,2,39.75,1.531
18,202022-115,3,40,1.58
18,202022-115,4,40.5,1.143
18,202022-115,5,41,1.496
18,202022-115,6,42,1.292
18,202022-115,7,43,2.093
18,202022-115,8,43.5,1.141
18,202022-115,9,43.75,1.642
18,202022-115,10,45.5,2.128
18,202022-115,11,47,1.894
18,202022-115,12,47.5,1.806
18,202022-115,13,50,2.122
18,202022-115,14,50.5,2.23
18,202022-115,15,51.5,2.207
18,202022-115,16,52.5,2.574
18,202022-115,17,54.5,2.834
18,202022-115,18,56,2.421
18,202022-115,19,57.5,2.679
18,202022-115,20,58.5,2.552
18,202022-115,21,59,2.224
18,202022-115,22,60,1.947
18,202022-115,23,60.75,1.929
18,202022-115,24,62,2.267
18,202022-115,25,63,2.001
18,202022-115,26,64,2.067
18,202022-115,27,65,1.922
18,202022-115,28,66,2.023
18,202022-115,29,66.5,1.978
18,202022-115,30,66.75,2.069
18,202022-115,31,67.5,2.054
18,202022-115,32,68,2.122
18,202022-115,33,68.5,1.604
18,202022-115,34,69.5,2.124
18,202022-115,35,71,2.199
18,202022-115,36,72,2.266
18,202022-115,37,74,2.993
18,202022-115,38,75,2.476
18,202022-115,39,76.5,2.835
18,202022-115,40,77.5,2.354
18,202022-115,41,78,2.906
18,202022-115,42,79.5,2.598
18,202022-115,43,80.5,2.613
18,202022-115,44,81.5,2.53
18,202022-115,45,83,3.034
18,202022-115,46,84.5,2.532
18,202022-115,47,86.5,3.081
18,202022-115,48,87.5,3.322
18,202022-115,49,88.75,3.456
18,202022-115,50,90.5,3.047
18,202022-115,51,91.5,3.098
18,202022-115,52,92,3.186
18,202022-115,53,92.25,2.806
18,202022-115,54,94.5,3.646
18,202022-115,55,95.5,3.202
18,202022-115,56,98,3.559
18,202022-115,57,98.5,3.317
18,202022-115,58,99.5,2.488
18,202022-115,59,101.5,3.145
18,202022-115,60,102,3.517
18,202022-115,61,104.75,3.123
18,202022-115,62,106,3.87
18,202022-115,63,106,2.802
18,202022-115,64,105.5,2.678
18,202022-115,65,109,3.712
18,202022-115,66,109.5,2.684
18,202022-115,67,111,2.756
18,202022-115,68,111,3.435
18,202022-115,69,111.5,2.69
18,202022-115,70,113.5,2.964
18,202022-115,71,114.25,3.3
18,202022-115,72,114.875,3.329
18,202022-115,73,116,2.71
18,202022-115,74,117.5,3.031
18,202022-115,75,118,3.606
18,202022-115,76,119.5,2.704
18,202022-115,77,120,3.949
18,202022-115,78,123.25,3.049
90,202022-115,1,34.764,0.905
90,202022-115,2,36,0.564
90,202022-115,3,35.5,0.951
90,202022-115,4,38.5,1.769
90,202022-115,5,38.25,1.661
90,202022-115,6,39.5,1.592
90,202022-115,7,41,1.656
90,202022-115,8,41.25,1.5
90,202022-115,9,41.5,2.025
90,202022-115,10,43.25,1.978
90,202022-115,11,44,1.574
90,202022-115,12,44.975,1.636
90,202022-115,13,46.25,1.669
90,202022-115,14,47.5,1.74
90,202022-115,15,47,1.721
90,202022-115,16,48.25,1.734
90,202022-115,17,49.5,2.274
90,202022-115,18,51.25,1.996
90,202022-115,19,52,2.024
90,202022-115,20,53.25,1.771
90,202022-115,21,52,2.553
90,202022-115,22,54.5,1.577
90,202022-115,23,57,2.46
90,202022-115,24,56.5,2.073
90,202022-115,25,58,1.97
90,202022-115,26,58.75,2.107
90,202022-115,27,59.75,2.093
90,202022-115,28,61,2.474
90,202022-115,29,61,2.489
90,202022-115,30,63,1.867
90,202022-115,31,63.25,2.426
90,202022-115,32,64,2.402
90,202022-115,33,66,2.293
90,202022-115,34,66.75,2.666
90,202022-115,35,67,2.644
90,202022-115,36,69,2.565
90,202022-115,37,70,2.499
90,202022-115,38,71.5,2.533
90,202022-115,39,73.25,2.451
90,202022-115,40,73.25,2.636
90,202022-115,41,74.875,2.342
90,202022-115,42,75.5,2.782
90,202022-115,43,77.75,2.508
90,202022-115,44,78.75,3.03
90,202022-115,45,81,2.94
90,202022-115,46,82,2.637
90,202022-115,47,82.25,2.492
90,202022-115,48,82.5,2.723
90,202022-115,49,84,2.607
90,202022-115,50,86.5,2.833
90,202022-115,51,87.5,2.707
90,202022-115,52,87.5,2.634
90,202022-115,53,87,2.586
90,202022-115,54,90,2.038
90,202022-115,55,89.75,3.032
90,202022-115,56,91.368,2.148
90,202022-115,57,92.5,2.224
90,202022-115,58,93.389,1.391
90,202022-115,59,94.5,1.954
90,202022-115,60,95.5,2.471
90,202022-115,61,96.571,0.033
90,202022-115,62,97.681,2.071
90,202022-115,63,98.79,1.666
90,202022-115,64,99,2.218
90,202022-115,65,101,2.457
90,202022-115,66,101.25,3.434
90,202022-115,67,105,2.798
90,202022-115,68,104.5,3.477
90,202022-115,69,105,3.551
90,202022-115,70,108,3.208
90,202022-115,71,107.5,2.845
90,202022-115,72,109.5,3.002
90,202022-115,73,110,3.301
90,202022-115,74,112.5,3.373
90,202022-115,75,112.5,3.355
90,202022-115,76,114.25,3.287
90,202022-115,77,114,2.682
90,202022-115,78,117.5,3.485
7,202025-13,1,32.289,0.253
7,202025-13,2,33.142,0
7,202025-13,3,33.25,0.504
7,202025-13,4,34.25,0.748
7,202025-13,5,36,1.024
7,202025-13,6,37.75,1.623
7,202025-13,7,38,1.331
7,202025-13,8,37.5,1.14
7,202025-13,9,39.5,1.173
7,202025-13,10,39.5,1.435
7,202025-13,11,40,1.17
7,202025-13,12,40.5,1.285
7,202025-13,13,41,0.954
7,202025-13,14,41.5,1.266
7,202025-13,15,43,1.124
7,202025-13,16,43.5,1.063
7,202025-13,17,44.75,1.209
7,202025-13,18,45,1.479
7,202025-13,19,44.5,1.069
7,202025-13,20,46.5,1.522
7,202025-13,21,47,1.155
7,202025-13,22,47.5,1.489
7,202025-13,23,49.5,1.525
7,202025-13,24,49.5,1.698
7,202025-13,25,51.5,1.705
7,202025-13,26,52,1.882
7,202025-13,27,53,1.579
7,202025-13,28,53.75,2.171
7,202025-13,29,55,1.713
7,202025-13,30,55.75,1.978
7,202025-13,31,58.5,1.936
7,202025-13,32,59,2.264
7,202025-13,33,60.25,1.854
7,202025-13,34,60.5,1.976
7,202025-13,35,62,2.606
7,202025-13,36,63,2.599
7,202025-13,37,64.5,2.064
7,202025-13,38,65.5,2.43
7,202025-13,39,65.875,2.223
7,202025-13,40,67.5,2.075
7,202025-13,41,68.5,2.134
7,202025-13,42,68,1.803
7,202025-13,43,70,2.26
7,202025-13,44,71,1.997
7,202025-13,45,72,1.948
7,202025-13,46,73,1.897
7,202025-13,47,74,2.215
7,202025-13,48,75.5,2.134
7,202025-13,49,76.5,2.481
7,202025-13,50,78,2.665
7,202025-13,51,80.25,2.484
7,202025-13,52,80.5,2.828
7,202025-13,53,82.5,2.186
7,202025-13,54,80.957,1.999
7,202025-13,55,81.76,0.109
7,202025-13,56,78.25,1.22
7,202025-13,57,81.5,2.109
7,202025-13,58,85.25,2.427
7,202025-13,59,87,2.922
7,202025-13,60,87.375,3.212
7,202025-13,61,88,2.828
7,202025-13,62,89,3.386
7,202025-13,63,92.75,2.92
7,202025-13,64,93,2.822
7,202025-13,65,94.5,2.998
7,202025-13,66,97,2.876
7,202025-13,67,97,2.677
7,202025-13,68,100,2.806
7,202025-13,69,100.5,2.86
7,202025-13,70,101.25,2.526
16,202025-11,1,39.5,1.468
16,202025-11,2,40.5,1.612
16,202025-11,3,41,1.334
16,202025-11,4,43.25,1.932
16,202025-11,5,45,1.65
16,202025-11,6,45.5,1.378
16,202025-11,7,45.75,1.414
16,202025-11,8,46.25,1.536
16,202025-11,9,46.5,1.303
16,202025-11,10,48,1.776
16,202025-11,11,48.5,1.332
16,202025-11,12,49.5,1.367
16,202025-11,13,50,1.57
16,202025-11,14,50,1.698
16,202025-11,15,51,1.357
16,202025-11,16,51.5,1.693
16,202025-11,17,52.75,1.725
16,202025-11,18,53.5,1.739
16,202025-11,19,55.25,1.527
16,202025-11,20,55,1.704
16,202025-11,21,56,1.329
16,202025-11,22,56.5,1.578
16,202025-11,23,57,2.047
16,202025-11,24,57.75,2.414
16,202025-11,25,59,1.696
16,202025-11,26,59.75,2.175
16,202025-11,27,61.25,2.525
16,202025-11,28,63,2.106
16,202025-11,29,63.5,1.396
16,202025-11,30,63.5,3.337
16,202025-11,31,65,2.003
16,202025-11,32,66.25,2.881
16,202025-11,33,67.5,2.229
16,202025-11,34,68,2.543
16,202025-11,35,69,1.601
16,202025-11,36,70.75,2.93
16,202025-11,37,71.279,1.995
16,202025-11,38,73,2.484
16,202025-11,39,73.5,2.508
16,202025-11,40,73.5,2.351
16,202025-11,41,75.25,2.152
16,202025-11,42,75.5,2.552
16,202025-11,43,76.5,2.122
16,202025-11,44,79.75,2.411
16,202025-11,45,79.5,2.738
16,202025-11,46,80.25,2.606
16,202025-11,47,81.75,2.179
16,202025-11,48,83,2.775
16,202025-11,49,83,2.17
16,202025-11,50,84,2.468
16,202025-11,51,85,2.176
16,202025-11,52,85,1.621
16,202025-11,53,86,1.361
16,202025-11,54,84,0.89
16,202025-11,55,85,1.998
16,202025-11,56,84.5,1.439
16,202025-11,57,85.25,1.225
16,202025-11,58,85.75,1.963
16,202025-11,59,86.5,2.412
16,202025-11,60,88,2.29
16,202025-11,61,89.75,2.462
16,202025-11,62,92,2.626
16,202025-11,63,92.25,2.413
16,202025-11,64,93.5,2.483
16,202025-11,65,94.5,3.166
16,202025-11,66,96,2.912
16,202025-11,67,96.75,3.34
16,202025-11,68,98.5,2.984
16,202025-11,69,99.5,3.438
16,202025-11,70,101,1.799
49,202025-11,1,37,1.106
49,202025-11,2,37.25,1.136
49,202025-11,3,37,1.08
49,202025-11,4,37.75,1.196
49,202025-11,5,40,1.271
49,202025-11,6,41.5,1.078
49,202025-11,7,41,1.125
49,202025-11,8,41,1.335
49,202025-11,9,44,1.32
49,202025-11,10,45.5,1.815
49,202025-11,11,44,1.538
49,202025-11,12,46,1.699
49,202025-11,13,46,1.279
49,202025-11,14,47,1.704
49,202025-11,15,48.5,1.427
49,202025-11,16,49,1.714
49,202025-11,17,50.25,1.58
49,202025-11,18,50,1.904
49,202025-11,19,52,2.416
49,202025-11,20,52,1.825
49,202025-11,21,53.5,2.101
49,202025-11,22,55.5,2.057
49,202025-11,23,56,1.524
49,202025-11,24,56.75,2.509
49,202025-11,25,57,1.337
49,202025-11,26,57.5,1.984
49,202025-11,27,58,2.014
49,202025-11,28,59.375,2.206
49,202025-11,29,61.5,2.376
49,202025-11,30,61.5,2.251
49,202025-11,31,64.5,2.54
49,202025-11,32,66.25,2.798
49,202025-11,33,67.75,2.351
49,202025-11,34,68,2.174
49,202025-11,35,69.5,2.338
49,202025-11,36,70,2.017
49,202025-11,37,71.5,2.279
49,202025-11,38,72.5,2.42
49,202025-11,39,73.5,2.088
49,202025-11,40,73.5,2.165
49,202025-11,41,75,2.492
49,202025-11,42,74.75,1.845
49,202025-11,43,75,2.22
49,202025-11,44,77.5,1.715
49,202025-11,45,77,2.225
49,202025-11,46,77.5,1.91
49,202025-11,47,80.25,1.883
49,202025-11,48,80.25,1.945
49,202025-11,49,79.5,1.978
49,202025-11,50,81.5,2.645
49,202025-11,51,83,2.542
49,202025-11,52,84.5,2.176
49,202025-11,53,84.5,2.514
49,202025-11,54,86,2.447
49,202025-11,55,88.5,2.41
49,202025-11,56,87.5,2.6
49,202025-11,57,88.25,2.15
49,202025-11,58,90.5,2.678
49,202025-11,59,91,2.949
49,202025-11,60,92,2.165
49,202025-11,61,92.5,2.578
49,202025-11,62,93.162,0.472
49,202025-11,63,92,1.242
49,202025-11,64,94.5,1.942
49,202025-11,65,96,2.276
49,202025-11,66,97,2.998
49,202025-11,67,98,3.051
49,202025-11,68,101,2.837
49,202025-11,69,101.5,3.422
49,202025-11,70,103.25,3.253
12,202025-14,1,33.222,0.202
12,202025-14,2,33.793,0.625
12,202025-14,3,34.5,0.891
12,202025-14,4,35.25,0.923
12,202025-14,5,35,1.15
12,202025-14,6,36,0.986
12,202025-14,7,36.5,1.137
12,202025-14,8,37.25,1.293
12,202025-14,9,38.25,1.205
12,202025-14,10,38.5,1.399
12,202025-14,11,38.5,1.098
12,202025-14,12,39.5,1.611
12,202025-14,13,40.5,1.782
12,202025-14,14,41,1.48
12,202025-14,15,42,0.379
12,202025-14,16,43.5,0.994
12,202025-14,17,44.5,1.944
12,202025-14,18,45.5,2.012
12,202025-14,19,47,1.89
12,202025-14,20,47,1.686
12,202025-14,21,48,2.117
12,202025-14,22,49,1.548
12,202025-14,23,50,1.786
12,202025-14,24,51,0.952
12,202025-14,25,52.75,1.553
12,202025-14,26,53.5,2.007
12,202025-14,27,55.5,2.495
12,202025-14,28,55.5,2.048
12,202025-14,29,56.5,2.487
12,202025-14,30,58.5,2.439
12,202025-14,31,59,2.662
12,202025-14,32,60.25,2.025
12,202025-14,33,61,2.395
12,202025-14,34,61.5,2.423
12,202025-14,35,62.25,2.291
12,202025-14,36,64.75,2.798
12,202025-14,37,65.75,2.557
12,202025-14,38,67,2.556
12,202025-14,39,67.75,2.426
12,202025-14,40,69,2.429
12,202025-14,41,69,2.233
12,202025-14,42,70.5,2.669
12,202025-14,43,71.75,2.588
12,202025-14,44,73,2.472
12,202025-14,45,73,1.988
12,202025-14,46,75,2.883
12,202025-14,47,76,1.853
12,202025-14,48,76,2.006
12,202025-14,49,77,2.566
12,202025-14,50,79.25,2.353
12,202025-14,51,79,2.595
12,202025-14,52,79.5,2.481
12,202025-14,53,80.5,2.503
12,202025-14,54,83,2.311
12,202025-14,55,83,2.581
12,202025-14,56,83.5,2.465
12,202025-14,57,86,3.184
12,202025-14,58,87,2.524
12,202025-14,59,88.5,2.627
12,202025-14,60,90,2.811
12,202025-14,61,90.5,2.856
12,202025-14,62,91,2.446
12,202025-14,63,92.5,3.34
12,202025-14,64,95,3.203
12,202025-14,65,96,3.503
12,202025-14,66,97,3.162
12,202025-14,67,99,2.548
12,202025-14,68,101,3.618
12,202025-14,69,101,3.493
12,202025-14,70,103.5,3.13
45,202025-15,1,31,0.605
45,202025-15,2,32.5,0.634
45,202025-15,3,33.375,0.712
45,202025-15,4,34,0.796
45,202025-15,5,34.75,2.37
45,202025-15,6,35.5,1.46
45,202025-15,7,36.574,0.445
45,202025-15,8,39.125,1.704
45,202025-15,9,38.5,3.335
45,202025-15,10,38.5,2.243
45,202025-15,11,39,1.631
45,202025-15,12,40,1.428
45,202025-15,13,41.5,0.353
45,202025-15,14,42,2.487
45,202025-15,15,43.5,1.52
45,202025-15,16,44,1.621
45,202025-15,17,44.5,1.836
45,202025-15,18,45.5,1.532
45,202025-15,19,46,1.297
45,202025-15,20,46.5,1.574
45,202025-15,21,46.5,1.467
45,202025-15,22,47,1.415
45,202025-15,23,48,1.851
45,202025-15,24,48.5,2.035
45,202025-15,25,50,2.052
45,202025-15,26,51,2.34
45,202025-15,27,51.75,2.066
45,202025-15,28,53.5,2.474
45,202025-15,29,54.5,2.025
45,202025-15,30,56.5,2.885
45,202025-15,31,58,2.669
45,202025-15,32,58.5,2.223
45,202025-15,33,60,2.709
45,202025-15,34,61.25,2.823
45,202025-15,35,62.5,2.552
45,202025-15,36,63.25,2.528
45,202025-15,37,65,2.721
45,202025-15,38,66.75,2.8
45,202025-15,39,67.5,2.592
45,202025-15,40,69.5,2.693
45,202025-15,41,69.5,3.33
45,202025-15,42,71,2.251
45,202025-15,43,72,3.316
45,202025-15,44,74.5,2.188
45,202025-15,45,75.5,2.867
45,202025-15,46,75.75,2.425
45,202025-15,47,77,2.403
45,202025-15,48,77.25,2.541
45,202025-15,49,78,2.357
45,202025-15,50,80,2.341
45,202025-15,51,80.5,2.531
45,202025-15,52,83.75,3.147
45,202025-15,53,84.75,2.92
45,202025-15,54,85,2.837
45,202025-15,55,86.75,2.829
45,202025-15,56,87,3.244
45,202025-15,57,88,3.301
45,202025-15,58,88,2.845
45,202025-15,59,90.5,3.474
45,202025-15,60,92,4.023
45,202025-15,61,93.25,3.223
45,202025-15,62,95.25,3.007
45,202025-15,63,96.5,2.883
45,202025-15,64,98.25,3.799
45,202025-15,65,99.25,3.094
45,202025-15,66,101,3.62
45,202025-15,67,102,4.162
45,202025-15,68,104,3.925
45,202025-15,69,104.5,3.478
45,202025-15,70,107,4.297
95,202025-15,1,40.586,2.059
95,202025-15,2,41.294,1.959
95,202025-15,3,42.003,2.42
95,202025-15,4,42.712,1.515
95,202025-15,5,43.42,2.432
95,202025-15,6,43,1.509
95,202025-15,7,44.838,0.591
95,202025-15,8,49.5,1.402
95,202025-15,9,45,2.537
95,202025-15,10,45.5,2.963
95,202025-15,11,47.25,1.416
95,202025-15,12,47.5,3.663
95,202025-15,13,50.25,2.402
95,202025-15,14,50.25,2.363
95,202025-15,15,52,2.149
95,202025-15,16,52,2.099
95,202025-15,17,53.5,1.801
95,202025-15,18,53.5,1.744
95,202025-15,19,55,1.726
95,202025-15,20,56,1.866
95,202025-15,21,56.13,0.609
95,202025-15,22,56.5,2.263
95,202025-15,23,57.25,1.917
95,202025-15,24,57.5,2.422
95,202025-15,25,59.5,2.261
95,202025-15,26,60.5,2.525
95,202025-15,27,61.5,3.039
95,202025-15,28,62.677,2.015
95,202025-15,29,64.5,2.814
95,202025-15,30,64.758,1.933
95,202025-15,31,66,2.191
95,202025-15,32,67,2.503
95,202025-15,33,67.5,2.402
95,202025-15,34,68.75,2.165
95,202025-15,35,69,2.103
95,202025-15,36,69.75,2.156
95,202025-15,37,70.5,1.77
95,202025-15,38,71.75,2.324
95,202025-15,39,72.5,1.596
95,202025-15,40,76,2.974
95,202025-15,41,74.5,1.51
95,202025-15,42,77,2.879
95,202025-15,43,75.5,1.924
95,202025-15,44,78,2.476
95,202025-15,45,78.875,2.073
95,202025-15,46,81.25,2.703
95,202025-15,47,81.25,2.911
95,202025-15,48,82.5,2.146
95,202025-15,49,83.5,3.209
95,202025-15,50,86.75,2.549
95,202025-15,51,84.75,2.424
95,202025-15,52,86,2.405
95,202025-15,53,88.25,2.451
95,202025-15,54,88.5,1.886
95,202025-15,55,90,3.19
95,202025-15,56,90,2.295
95,202025-15,57,91,2.312
95,202025-15,58,92,3.069
95,202025-15,59,92,2.364
95,202025-15,60,94,3.062
95,202025-15,61,95.5,2.484
95,202025-15,62,95.5,2.613
95,202025-15,63,98,2.33
95,202025-15,64,99.5,2.806
95,202025-15,65,100,3.161
95,202025-15,66,101,2.957
95,202025-15,67,103,2.945
95,202025-15,68,105.25,3.441
95,202025-15,69,105.75,3.35
95,202025-15,70,106,3.177
63,202025-11,1,33.5,1.419
63,202025-11,2,35,1.251
63,202025-11,3,36,1.819
63,202025-11,4,38,1.529
63,202025-11,5,39,1.909
63,202025-11,6,40.25,1.617
63,202025-11,7,40.5,1.583
63,202025-11,8,41,1.328
63,202025-11,9,42.625,1.217
63,202025-11,10,43,1.729
63,202025-11,11,44,1.692
63,202025-11,12,44,1.636
63,202025-11,13,46,1.758
63,202025-11,14,46,1.898
63,202025-11,15,46.75,1.643
63,202025-11,16,49,2.097
63,202025-11,17,50.25,2.059
63,202025-11,18,50.75,1.707
63,202025-11,19,51.25,1.625
63,202025-11,20,51.5,1.771
63,202025-11,21,52.5,2.164
63,202025-11,22,53.5,2.041
63,202025-11,23,55,2.368
63,202025-11,24,55.25,2.165
63,202025-11,25,56,2.144
63,202025-11,26,57.5,2.182
63,202025-11,27,59,2.297
63,202025-11,28,60.5,2.37
63,202025-11,29,61,2.251
63,202025-11,30,61.125,2.598
63,202025-11,31,62.5,2.402
63,202025-11,32,64.75,2.387
63,202025-11,33,66.5,2.936
63,202025-11,34,67,2.562
63,202025-11,35,69,2.987
63,202025-11,36,70,2.517
63,202025-11,37,70.5,2.887
63,202025-11,38,72,2.529
63,202025-11,39,73,2.931
63,202025-11,40,73.5,1.956
63,202025-11,41,74,3.011
63,202025-11,42,75,2.295
63,202025-11,43,75.5,2.894
63,202025-11,44,78,2.915
63,202025-11,45,78.25,2.679
63,202025-11,46,78.5,2.485
63,202025-11,47,80.25,3.26
63,202025-11,48,81,2.78
63,202025-11,49,81.25,2.696
63,202025-11,50,84.5,2.734
63,202025-11,51,85.25,2.836
63,202025-11,52,85.5,2.453
63,202025-11,53,86.25,2.825
63,202025-11,54,87,2.647
63,202025-11,55,88.5,2.498
63,202025-11,56,87.5,2.291
63,202025-11,57,89.5,2.56
63,202025-11,58,89,2.013
63,202025-11,59,89.5,2.052
63,202025-11,60,91,1.882
63,202025-11,61,92.5,2.925
63,202025-11,62,94.25,2.581
63,202025-11,63,95.5,2.79
63,202025-11,64,97,2.889
63,202025-11,65,97.25,3.013
63,202025-11,66,99,3.078
63,202025-11,67,99,2.916
63,202025-11,68,101,2.708
63,202025-11,69,102.5,3.419
63,202025-11,70,103,3.418
6,202025-13,1,35.86,0.041
6,202025-13,2,36.946,0
6,202025-13,3,36.5,0.988
6,202025-13,4,39,0.741
6,202025-13,5,40.5,1.295
6,202025-13,6,42.5,1.249
6,202025-13,7,43.5,1.206
6,202025-13,8,44,1.7
6,202025-13,9,43,1.213
6,202025-13,10,45,1.842
6,202025-13,11,46,1.898
6,202025-13,12,46,1.792
6,202025-13,13,47.75,1.707
6,202025-13,14,49.5,1.947
6,202025-13,15,51.5,2.045
6,202025-13,16,52,1.699
6,202025-13,17,53,1.449
6,202025-13,18,54.5,2.022
6,202025-13,19,55.25,1.641
6,202025-13,20,56,1.871
6,202025-13,21,57,2.062
6,202025-13,22,57.75,1.89
6,202025-13,23,59,2.121
6,202025-13,24,61,1.887
6,202025-13,25,61.25,2.372
6,202025-13,26,62.75,2.051
6,202025-13,27,65,2.196
6,202025-13,28,65.75,2.107
6,202025-13,29,67.5,2.522
6,202025-13,30,67.75,2.052
6,202025-13,31,69.25,2.609
6,202025-13,32,71,2.791
6,202025-13,33,73.5,2.393
6,202025-13,34,74.5,2.467
6,202025-13,35,75.25,2.483
6,202025-13,36,76.5,2.198
6,202025-13,37,79,3.025
6,202025-13,38,79.25,2.838
6,202025-13,39,81,2.109
6,202025-13,40,82.5,2.314
6,202025-13,41,84,3.199
6,202025-13,42,84,2.888
6,202025-13,43,85,2.302
6,202025-13,44,87,2.206
6,202025-13,45,87.75,2.302
6,202025-13,46,88,2.687
6,202025-13,47,90,2.178
6,202025-13,48,92,2.741
6,202025-13,49,91.75,2.35
6,202025-13,50,93,2.714
6,202025-13,51,93.5,2.626
6,202025-13,52,97,2.966
6,202025-13,53,96,2.95
6,202025-13,54,98,3.216
6,202025-13,55,98.75,2.929
6,202025-13,56,100.25,2.967
6,202025-13,57,101,3.014
6,202025-13,58,103.5,2.811
6,202025-13,59,103,2.416
6,202025-13,60,103.5,2.326
6,202025-13,61,106.5,2.671
6,202025-13,62,105.5,2.459
6,202025-13,63,108.5,1.822
6,202025-13,64,107,2.686
6,202025-13,65,110.375,3.123
6,202025-13,66,112.5,3.244
6,202025-13,67,114.5,2.81
6,202025-13,68,115.75,3.09
6,202025-13,69,115.25,2.098
6,202025-13,70,118,2.977
67,202025-14,1,35.75,0.981
67,202025-14,2,34.5,0.951
67,202025-14,3,35.75,1.468
67,202025-14,4,37,1.08
67,202025-14,5,36.5,0.94
67,202025-14,6,37.5,0.914
67,202025-14,7,37.75,0.857
67,202025-14,8,37.5,1.306
67,202025-14,9,38.75,1.077
67,202025-14,10,40,1.251
67,202025-14,11,40,1.484
