ID,Fattening_group.Pen,t (day),Wt (kg),FIt (kg day-1)
94,202016-73,9,41.75,1.714
94,202016-73,10,42.75,1.255
94,202016-73,11,42.75,1.875
94,202016-73,12,44.5,1.862
94,202016-73,13,45.894,1.808
94,202016-73,14,47,2.108
94,202016-73,15,49,1.858
94,202016-73,16,49.25,1.662
94,202016-73,17,50.5,2.12
94,202016-73,18,51,1.985
94,202016-73,19,52,1.634
94,202016-73,20,53.25,1.807
94,202016-73,21,54,1.81
94,202016-73,22,55.5,2.034
94,202016-73,23,55,1.89
94,202016-73,24,56.25,2.017
94,202016-73,25,57.5,2.085
94,202016-73,26,58.75,2.031
94,202016-73,27,59.75,1.862
94,202016-73,28,61.5,2.245
94,202016-73,29,62,2.051
94,202016-73,30,62.5,2.116
94,202016-73,31,64,2.378
94,202016-73,32,65,2.028
94,202016-73,33,66,2.213
94,202016-73,34,67.5,2.048
94,202016-73,35,68,2.137
94,202016-73,36,67.625,1.906
94,202016-73,37,69.25,2.104
94,202016-73,38,69.625,2.499
94,202016-73,39,71.25,1.68
94,202016-73,40,72,1.767
94,202016-73,41,71,1.167
94,202016-73,42,72.5,2.75
94,202016-73,43,74.5,2.548
94,202016-73,44,76,2.411
94,202016-73,45,77.5,1.895
94,202016-73,46,78.5,3.513
94,202016-73,47,80.25,2.342
94,202016-73,48,81,2.698
94,202016-73,49,81,2.181
94,202016-73,50,81.5,2.415
94,202016-73,51,83,2.453
94,202016-73,52,83.5,2.343
94,202016-73,53,84.25,2.892
94,202016-73,54,85.5,2.015
94,202016-73,55,86.5,2.404
94,202016-73,56,87,2.281
94,202016-73,57,87.5,2.256
94,202016-73,58,88,2.093
94,202016-73,59,89.25,2.311
94,202016-73,60,91,2.759
94,202016-73,61,91.25,1.896
94,202016-73,62,93.5,2.698
94,202016-73,63,93.5,2.444
94,202016-73,64,93.5,2.225
94,202016-73,65,95,2.105
94,202016-73,66,95,1.644
94,202016-73,67,95.804,1.589
94,202016-73,68,95.5,1.687
94,202016-73,69,97,1.851
25,202016-70,1,33.5,1.534
25,202016-70,2,33.5,1.277
25,202016-70,3,33.75,1.189
25,202016-70,4,34.875,0.787
25,202016-70,5,34,1.344
25,202016-70,6,35.5,1.409
25,202016-70,7,36.5,1.693
25,202016-70,8,37,1.377
25,202016-70,9,38,2.096
25,202016-70,10,39,1.538
25,202016-70,11,40,2.165
25,202016-70,12,42,2.099
25,202016-70,13,43.093,1.99
25,202016-70,14,45,2.225
25,202016-70,15,45.5,2.107
25,202016-70,16,47,1.88
25,202016-70,17,48,2.084
25,202016-70,18,49,2.029
25,202016-70,19,50,1.826
25,202016-70,20,51,1.869
25,202016-70,21,52,2.043
25,202016-70,22,53.5,1.921
25,202016-70,23,53.5,1.98
25,202016-70,24,54.5,1.803
25,202016-70,25,55,1.922
25,202016-70,26,56,1.849
25,202016-70,27,57.5,1.92
25,202016-70,28,58.5,2.091
25,202016-70,29,60,1.986
25,202016-70,30,60,1.954
25,202016-70,31,60.5,2.333
25,202016-70,32,62,2.184
25,202016-70,33,63,2.239
25,202016-70,34,64.5,2.15
25,202016-70,35,66,2.598
25,202016-70,36,67,2.424
25,202016-70,37,67.5,1.581
25,202016-70,38,67,1.78
25,202016-70,39,68.5,2.744
25,202016-70,40,70.25,2.207
25,202016-70,41,70.75,2.415
25,202016-70,42,73,2.677
25,202016-70,43,74,2.646
25,202016-70,44,76,2.985
25,202016-70,45,77.375,2.84
25,202016-70,46,79,2.696
25,202016-70,47,79,2.883
25,202016-70,48,81,2.722
25,202016-70,49,81,2.778
25,202016-70,50,82,2.546
25,202016-70,51,82.5,2.833
25,202016-70,52,84,2.502
25,202016-70,53,85,2.432
25,202016-70,54,86,2.684
25,202016-70,55,87,2.487
25,202016-70,56,88,2.425
25,202016-70,57,87.5,2.459
25,202016-70,58,88.5,1.987
25,202016-70,59,88.25,2.108
25,202016-70,60,89.75,1.97
25,202016-70,61,91.25,2.624
25,202016-70,62,92,2.282
25,202016-70,63,93.5,2.473
25,202016-70,64,95.5,2.788
25,202016-70,65,95,2.295
25,202016-70,66,96.5,2.038
25,202016-70,67,97.504,1.682
25,202016-70,68,98.5,3.152
25,202016-70,69,99.25,2.21
32,202016-72,1,39.5,1.455
32,202016-72,2,40.25,1.568
32,202016-72,3,41,0.856
32,202016-72,4,41.739,0.683
32,202016-72,5,41.5,1.382
32,202016-72,6,42.5,1.571
32,202016-72,7,44,1.794
32,202016-72,8,46,2.268
32,202016-72,9,47.5,1.992
32,202016-72,10,48.5,1.888
32,202016-72,11,50,2.247
32,202016-72,12,51.25,1.794
32,202016-72,13,52.344,2.108
32,202016-72,14,53.5,2.197
32,202016-72,15,54.5,2.343
32,202016-72,16,56,2.294
32,202016-72,17,58,1.826
32,202016-72,18,59,2.604
32,202016-72,19,60,2.075
32,202016-72,20,60,1.931
32,202016-72,21,62,2.085
32,202016-72,22,62.25,1.854
32,202016-72,23,63.5,1.803
32,202016-72,24,63.5,1.773
32,202016-72,25,63.5,2.075
32,202016-72,26,66.25,1.923
32,202016-72,27,67.5,2.254
32,202016-72,28,68,2.403
32,202016-72,29,68.5,2.319
32,202016-72,30,69.5,2.263
32,202016-72,31,71.5,2.323
32,202016-72,32,72,2.473
32,202016-72,33,74,2.369
32,202016-72,34,74,2.504
32,202016-72,35,74.5,2.603
32,202016-72,36,75.5,2.081
32,202016-72,37,76.75,2.728
32,202016-72,38,77.25,2.647
32,202016-72,39,78.25,2.801
32,202016-72,40,80.5,2.459
32,202016-72,41,79.25,2.546
32,202016-72,42,81.25,2.378
32,202016-72,43,81.5,3.239
32,202016-72,44,83.5,2.213
32,202016-72,45,84.75,2.916
32,202016-72,46,87.5,3.474
32,202016-72,47,87,2.313
32,202016-72,48,88,3.313
32,202016-72,49,89.5,2.713
32,202016-72,50,90.5,3.688
32,202016-72,51,92.75,3.272
32,202016-72,52,93,2.988
32,202016-72,53,94.5,3.413
32,202016-72,54,96.5,3.115
32,202016-72,55,97,2.632
32,202016-72,56,98.5,3.148
32,202016-72,57,100,3.489
32,202016-72,58,101.25,2.668
32,202016-72,59,100,2.763
32,202016-72,60,100.5,2.19
32,202016-72,61,101.5,2.935
32,202016-72,62,103.75,2.664
32,202016-72,63,105.5,2.903
32,202016-72,64,106.5,3.138
32,202016-72,65,105.75,2.583
32,202016-72,66,108.5,3.058
32,202016-72,67,106.5,1.811
32,202016-72,68,107.75,2.751
32,202016-72,69,110,3.185
11,202016-67,1,39,0.912
11,202016-67,2,40,1.317
11,202016-67,3,40.5,0.743
11,202016-67,4,40.803,0.825
11,202016-67,5,41,1.126
11,202016-67,6,41.5,1.076
11,202016-67,7,42,0.704
11,202016-67,8,42.5,1.526
11,202016-67,9,45,1.955
11,202016-67,10,45.5,1.777
11,202016-67,11,47,2.116
11,202016-67,12,49,2.251
11,202016-67,13,49.822,2.046
11,202016-67,14,51.75,1.839
11,202016-67,15,52.5,2.821
11,202016-67,16,53.5,1.803
11,202016-67,17,54.75,2.324
11,202016-67,18,56,1.862
11,202016-67,19,56.5,1.855
11,202016-67,20,58.5,2.395
11,202016-67,21,58.5,2.237
11,202016-67,22,60,2.419
11,202016-67,23,61,2.593
11,202016-67,24,63,1.969
11,202016-67,25,64,2.55
11,202016-67,26,64.5,2.388
11,202016-67,27,65.5,2.552
11,202016-67,28,67,2.478
11,202016-67,29,67.5,2.667
11,202016-67,30,69.25,2.426
11,202016-67,31,70,2.316
11,202016-67,32,71,2.367
11,202016-67,33,72.25,2.582
11,202016-67,34,73.5,2.778
11,202016-67,35,74.5,2.681
11,202016-67,36,75,2.506
11,202016-67,37,77.5,2.905
11,202016-67,38,77.5,2.326
11,202016-67,39,79,2.372
11,202016-67,40,80.5,2.65
11,202016-67,41,81,2.573
11,202016-67,42,81.5,2.807
11,202016-67,43,84.5,2.552
11,202016-67,44,85,2.871
11,202016-67,45,84.5,2.753
11,202016-67,46,88.5,2.095
11,202016-67,47,88.5,3.215
11,202016-67,48,90.5,2.644
11,202016-67,49,90.75,2.567
11,202016-67,50,90.5,2.361
11,202016-67,51,92,1.93
11,202016-67,52,90.25,2.113
11,202016-67,53,91.5,1.985
11,202016-67,54,91,2.747
11,202016-67,55,95.5,2.747
11,202016-67,56,96,2.792
11,202016-67,57,97.5,2.486
11,202016-67,58,96.25,2.333
11,202016-67,59,98.5,2.82
11,202016-67,60,100,2.848
11,202016-67,61,100.5,2.726
11,202016-67,62,102.5,2.736
11,202016-67,63,103.5,3.26
11,202016-67,64,105.5,3.296
11,202016-67,65,104.5,3.319
11,202016-67,66,106.5,1.499
11,202016-67,67,101.5,2.119
11,202016-67,68,106.5,2.475
11,202016-67,69,109,2.74
47,202016-67,1,28.75,0.046
47,202016-67,2,30.5,0.955
47,202016-67,3,31,0.578
47,202016-67,4,32.25,0.644
47,202016-67,5,32,0.887
47,202016-67,6,32.5,1.155
47,202016-67,7,32.75,0.206
47,202016-67,8,33,1.05
47,202016-67,9,35.25,1.272
47,202016-67,10,35.5,1.082
47,202016-67,11,36,1.435
47,202016-67,12,37,1.441
47,202016-67,13,38.619,1.555
47,202016-67,14,39.5,1.942
47,202016-67,15,41,1.797
47,202016-67,16,41.75,1.641
47,202016-67,17,43.25,2.013
47,202016-67,18,44.5,1.912
47,202016-67,19,45,2.157
47,202016-67,20,46.5,1.689
47,202016-67,21,48,2.262
47,202016-67,22,48.5,1.575
47,202016-67,23,48.5,1.701
47,202016-67,24,50,1.96
47,202016-67,25,51,1.776
47,202016-67,26,51.5,1.753
47,202016-67,27,52,1.467
47,202016-67,28,52.75,1.458
47,202016-67,29,54.5,1.791
47,202016-67,30,55.5,2.019
47,202016-67,31,56,1.706
47,202016-67,32,57,2.024
47,202016-67,33,58,1.961
47,202016-67,34,58.75,2.135
47,202016-67,35,59.75,2.43
47,202016-67,36,60.75,1.402
47,202016-67,37,61.5,2.383
47,202016-67,38,62.75,2.393
47,202016-67,39,64,2.084
47,202016-67,40,65.5,2.657
47,202016-67,41,65.5,1.937
47,202016-67,42,67.75,2.241
47,202016-67,43,68.5,2.299
47,202016-67,44,69.5,2.299
47,202016-67,45,70.75,2.203
47,202016-67,46,71,1.979
47,202016-67,47,72.5,2.46
47,202016-67,48,73.25,2.032
47,202016-67,49,75.25,2.327
47,202016-67,50,76,2.14
47,202016-67,51,77.25,2.542
47,202016-67,52,77.75,2.523
47,202016-67,53,78.5,2.386
47,202016-67,54,81,2.599
47,202016-67,55,81.25,2.305
47,202016-67,56,82.5,2.241
47,202016-67,57,84,2.246
47,202016-67,58,85,2.694
47,202016-67,59,83,1.635
47,202016-67,60,85.5,2.078
47,202016-67,61,86.25,2.04
47,202016-67,62,88,2.45
47,202016-67,63,89.5,2.439
47,202016-67,64,89.5,2.202
47,202016-67,65,90.5,2.912
47,202016-67,66,91.5,1.443
47,202016-67,67,92.674,2.179
47,202016-67,68,93,2.338
47,202016-67,69,95,1.949
43,202016-70,1,27.75,1.136
43,202016-70,2,28,0.855
43,202016-70,3,28,0.591
43,202016-70,4,29,1.071
43,202016-70,5,29.5,1.201
43,202016-70,6,30,0.823
43,202016-70,7,30.5,1.338
43,202016-70,8,31.5,1.359
43,202016-70,9,32,1.144
43,202016-70,10,33,1.691
43,202016-70,11,34,1.28
43,202016-70,12,35,1.235
43,202016-70,13,35.818,1.485
43,202016-70,14,36.5,1.455
43,202016-70,15,37.5,1.987
43,202016-70,16,38.5,1.414
43,202016-70,17,40,1.79
43,202016-70,18,40.5,1.352
43,202016-70,19,41.5,1.693
43,202016-70,20,42,1.746
43,202016-70,21,44,1.833
43,202016-70,22,45.5,2.033
43,202016-70,23,46,1.765
43,202016-70,24,47,1.711
43,202016-70,25,48,2.017
43,202016-70,26,49,1.749
43,202016-70,27,49.5,1.576
43,202016-70,28,50,2.143
43,202016-70,29,51,1.812
43,202016-70,30,52,1.824
43,202016-70,31,52.625,1.885
43,202016-70,32,53,1.726
43,202016-70,33,54.5,2.185
43,202016-70,34,55,1.89
43,202016-70,35,57,2.169
43,202016-70,36,58,1.777
43,202016-70,37,58.25,1.882
43,202016-70,38,58.75,2.114
43,202016-70,39,60,2.39
43,202016-70,40,61,1.867
43,202016-70,41,61.5,1.908
43,202016-70,42,62.5,2.443
43,202016-70,43,64,2.284
43,202016-70,44,65,2.063
43,202016-70,45,66.5,2.539
43,202016-70,46,67,2.325
43,202016-70,47,69.5,2.762
43,202016-70,48,70.5,2.078
43,202016-70,49,71,2.279
43,202016-70,50,72,2.888
43,202016-70,51,73.5,2.503
43,202016-70,52,75,2.711
43,202016-70,53,75.5,2.234
43,202016-70,54,77,2.432
43,202016-70,55,78.25,2.896
43,202016-70,56,78.5,2.521
43,202016-70,57,80.5,2.505
43,202016-70,58,80,2.15
43,202016-70,59,81,2.775
43,202016-70,60,82.5,2.394
43,202016-70,61,84,2.599
43,202016-70,62,84.5,2.541
43,202016-70,63,86,2.691
43,202016-70,64,88,2.898
43,202016-70,65,88.25,2.049
43,202016-70,66,88.5,2.09
43,202016-70,67,87.5,1.878
43,202016-70,68,91,2.482
43,202016-70,69,91.5,2.702
65,202016-71,1,34,1.223
65,202016-71,2,34.5,1.002
65,202016-71,3,35.5,0.863
65,202016-71,4,36.5,1.164
65,202016-71,5,36,1.149
65,202016-71,6,37.125,1.595
65,202016-71,7,38.5,1.424
65,202016-71,8,38.5,1.529
65,202016-71,9,40.25,1.777
65,202016-71,10,41.5,1.564
65,202016-71,11,42,1.995
65,202016-71,12,43.5,1.596
65,202016-71,13,44.367,1.669
65,202016-71,14,45.5,1.576
65,202016-71,15,46.5,1.539
65,202016-71,16,47.5,1.571
65,202016-71,17,48.25,1.742
65,202016-71,18,49.5,1.881
65,202016-71,19,50.75,2.056
65,202016-71,20,52,1.847
65,202016-71,21,52.75,2.153
65,202016-71,22,54,1.992
65,202016-71,23,54.5,2.049
65,202016-71,24,55.25,1.943
65,202016-71,25,56,2.131
65,202016-71,26,57.5,2.162
65,202016-71,27,58,2.018
65,202016-71,28,59.5,1.962
65,202016-71,29,60,2.126
65,202016-71,30,60.5,2.144
65,202016-71,31,62,2.236
65,202016-71,32,63.5,2.429
65,202016-71,33,64,2.067
65,202016-71,34,66,2.483
65,202016-71,35,66,2.397
65,202016-71,36,67.5,2.213
65,202016-71,37,67.5,2.154
65,202016-71,38,68.5,2.151
65,202016-71,39,69.75,2.62
65,202016-71,40,71,2.184
65,202016-71,41,70.5,2.11
65,202016-71,42,72,2.208
65,202016-71,43,72.75,2.438
65,202016-71,44,74.5,2.361
65,202016-71,45,75,2.405
65,202016-71,46,77,2.583
65,202016-71,47,78.5,3.189
65,202016-71,48,79.5,2.955
65,202016-71,49,81.25,2.295
65,202016-71,50,82,2.999
65,202016-71,51,84,2.387
65,202016-71,52,83.5,2.64
65,202016-71,53,84.25,3.191
65,202016-71,54,86.5,2.981
65,202016-71,55,88.5,2.494
65,202016-71,56,89,3.173
65,202016-71,57,90,2.335
65,202016-71,58,90.5,2.663
65,202016-71,59,91,2.3
65,202016-71,60,92.25,2.594
65,202016-71,61,93,2.438
65,202016-71,62,94.5,2.489
65,202016-71,63,95.5,2.829
65,202016-71,64,96.5,2.529
65,202016-71,65,96,2.212
65,202016-71,66,96.5,1.951
65,202016-71,67,97,2.136
65,202016-71,68,99,2.17
65,202016-71,69,99,2.111
84,202016-71,1,32,1.357
84,202016-71,2,32.75,0.927
84,202016-71,3,34,1.468
84,202016-71,4,35,1.146
84,202016-71,5,35,1.52
84,202016-71,6,36.5,1.812
84,202016-71,7,37.5,1.78
84,202016-71,8,38,1.223
84,202016-71,9,38.5,2.122
84,202016-71,10,40.5,1.858
84,202016-71,11,40.5,1.048
84,202016-71,12,41.75,1.683
84,202016-71,13,43.244,1.59
84,202016-71,14,45,1.501
84,202016-71,15,46,1.839
84,202016-71,16,46.5,1.499
84,202016-71,17,47.5,1.727
84,202016-71,18,47.5,1.117
84,202016-71,19,48.75,1.383
84,202016-71,20,49.5,1.905
84,202016-71,21,49.5,1.877
84,202016-71,22,51.25,1.403
84,202016-71,23,52.5,1.807
84,202016-71,24,53,1.985
84,202016-71,25,53.5,1.842
84,202016-71,26,54.5,1.886
84,202016-71,27,55.5,1.972
84,202016-71,28,56,1.94
84,202016-71,29,57.5,1.873
84,202016-71,30,58.5,1.765
84,202016-71,31,59.5,2.229
84,202016-71,32,61.5,2.751
84,202016-71,33,61.5,2.177
84,202016-71,34,63.25,2.291
84,202016-71,35,64.25,2.175
84,202016-71,36,64.5,2.457
84,202016-71,37,65.25,2.551
84,202016-71,38,66.125,2.542
84,202016-71,39,67,1.967
84,202016-71,40,68.5,2.863
84,202016-71,41,69.5,2.152
84,202016-71,42,71,2.08
84,202016-71,43,71.5,2.467
84,202016-71,44,72.5,3.078
84,202016-71,45,73.5,2.043
84,202016-71,46,74.5,2.751
84,202016-71,47,76,2.399
84,202016-71,48,77,2.195
84,202016-71,49,77,2.458
84,202016-71,50,79.25,2.827
84,202016-71,51,80.5,2.601
84,202016-71,52,81.5,2.806
84,202016-71,53,82.25,1.979
84,202016-71,54,84,3.242
84,202016-71,55,84.5,2.244
84,202016-71,56,86.25,2.831
84,202016-71,57,86.25,2.027
84,202016-71,58,87.75,2.388
84,202016-71,59,88,1.526
84,202016-71,60,89,2.329
84,202016-71,61,90,2.564
84,202016-71,62,92,2.224
84,202016-71,63,92,2.786
84,202016-71,64,92.75,2.144
84,202016-71,65,93.5,2.956
84,202016-71,66,93.5,1.367
84,202016-71,67,94.663,1.239
84,202016-71,68,95,2.308
84,202016-71,69,96.087,1.975
87,202016-71,1,34.5,1.281
87,202016-71,2,36.25,1.547
87,202016-71,3,36.5,0.558
87,202016-71,4,37.5,0.83
87,202016-71,5,37.5,1.675
87,202016-71,6,39.5,1.591
87,202016-71,7,39.75,1.387
87,202016-71,8,40.5,1.929
87,202016-71,9,42,1.987
87,202016-71,10,43.5,1.838
87,202016-71,11,44,1.968
87,202016-71,12,45.5,1.951
87,202016-71,13,45.613,1.527
87,202016-71,14,46.5,0.882
87,202016-71,15,47,1.153
87,202016-71,16,48.25,0.805
87,202016-71,17,48.5,1.692
87,202016-71,18,49.5,1.577
87,202016-71,19,50.5,1.573
87,202016-71,20,51.5,1.78
87,202016-71,21,52,2.053
87,202016-71,22,53.5,2.153
87,202016-71,23,55,2.205
87,202016-71,24,56,2.062
87,202016-71,25,56.5,2.248
87,202016-71,26,57.5,2.259
87,202016-71,27,58.75,2
87,202016-71,28,59.5,2.024
87,202016-71,29,60,2.01
87,202016-71,30,61.25,2.399
87,202016-71,31,62.75,2.395
87,202016-71,32,63,2.173
87,202016-71,33,64.5,2.356
87,202016-71,34,65.5,2.636
87,202016-71,35,66.25,2.081
87,202016-71,36,67.25,2.426
87,202016-71,37,66.5,2.229
87,202016-71,38,68,2.152
87,202016-71,39,69,2.249
87,202016-71,40,70,2.436
87,202016-71,41,69,2.16
87,202016-71,42,71.5,2.504
87,202016-71,43,73,2.55
87,202016-71,44,73,2.275
87,202016-71,45,76.25,2.623
87,202016-71,46,76,2.604
87,202016-71,47,78,2.468
87,202016-71,48,78.5,2.066
87,202016-71,49,80.25,2.557
87,202016-71,50,81.5,2.599
87,202016-71,51,81.5,2.284
87,202016-71,52,83,2.34
87,202016-71,53,84.25,2.784
87,202016-71,54,85,2.402
87,202016-71,55,86.5,2.418
87,202016-71,56,87.5,2.516
87,202016-71,57,88,2.314
87,202016-71,58,88.5,1.576
87,202016-71,59,89.25,2.198
87,202016-71,60,90.5,2.274
87,202016-71,61,90.75,2.727
87,202016-71,62,92,2.643
87,202016-71,63,92,2.191
87,202016-71,64,92.75,2.651
87,202016-71,65,93.75,1.812
87,202016-71,66,94.75,2.229
87,202016-71,67,94.5,1.777
87,202016-71,68,96.5,2.381
87,202016-71,69,97.25,2.342
75,202019-101,1,32,1.209
75,202019-101,2,34.75,1.558
75,202019-101,3,36.5,1.564
75,202019-101,4,37,1.279
75,202019-101,5,38,1.569
75,202019-101,6,38.5,1.575
75,202019-101,7,40,1.823
75,202019-101,8,40.5,1.409
75,202019-101,9,41,1.443
75,202019-101,10,42,1.828
75,202019-101,11,43,1.901
75,202019-101,12,44,1.844
75,202019-101,13,46,2.066
75,202019-101,14,47,1.891
75,202019-101,15,49,2.135
75,202019-101,16,50.5,2.143
75,202019-101,17,51,2.016
75,202019-101,18,51,2.364
75,202019-101,19,52.5,2.142
75,202019-101,20,53.5,2.246
75,202019-101,21,54.25,2.115
75,202019-101,22,55.5,2.191
75,202019-101,23,54.5,1.648
75,202019-101,24,56.75,2.536
75,202019-101,25,58,2.241
75,202019-101,26,59.75,2.19
75,202019-101,27,60.5,2.221
75,202019-101,28,62,2.464
75,202019-101,29,62.5,2.251
75,202019-101,30,64,2.228
75,202019-101,31,64.5,2.185
75,202019-101,32,65.75,2.553
75,202019-101,33,67,2.13
75,202019-101,34,67.75,2.311
75,202019-101,35,68.5,2.201
75,202019-101,36,70.25,1.804
75,202019-101,37,71.5,2.709
75,202019-101,38,72,2.144
75,202019-101,39,73,2.194
75,202019-101,40,74,1.995
75,202019-101,41,75.25,2.643
75,202019-101,42,76.875,2.315
75,202019-101,43,77,1.795
75,202019-101,44,78.75,2.235
75,202019-101,45,79,2.204
75,202019-101,46,79.75,2.219
75,202019-101,47,80.5,2.166
75,202019-101,48,81.875,1.962
75,202019-101,49,83.125,2.639
75,202019-101,50,84.75,1.989
75,202019-101,51,85.5,2.874
75,202019-101,52,87.25,2.169
75,202019-101,53,87.75,3.342
75,202019-101,54,88.75,1.857
75,202019-101,55,90,3.115
75,202019-101,56,90.5,2.981
75,202019-101,57,91,2.256
75,202019-101,58,93,2.738
75,202019-101,59,93.5,2.954
75,202019-101,60,95.25,2.396
75,202019-101,61,97,2.993
75,202019-101,62,98.5,3.592
75,202019-101,63,98,2.14
75,202019-101,64,98.25,2.516
75,202019-101,65,100.75,3.14
75,202019-101,66,101,2.365
75,202019-101,67,102,3.298
75,202019-101,68,103,2.255
75,202019-101,69,104,2.839
75,202019-101,70,105,3.193
75,202019-101,71,106.5,3.139
75,202019-101,72,106,2.607
75,202019-101,73,108,3.079
75,202019-101,74,108.5,2.832
75,202019-101,75,110.5,3.428
75,202019-101,76,112.5,3.01
78,202019-97,1,36,1.735
78,202019-97,2,38,1.809
78,202019-97,3,39,1.37
78,202019-97,4,38.75,1.38
78,202019-97,5,39.5,1.587
78,202019-97,6,40.5,1.514
78,202019-97,7,41.5,1.708
78,202019-97,8,42.25,1.714
78,202019-97,9,43,1.62
78,202019-97,10,44,1.924
78,202019-97,11,45.5,1.848
78,202019-97,12,46.25,1.689
78,202019-97,13,46.75,2.04
78,202019-97,14,48.5,1.95
78,202019-97,15,49.5,1.94
78,202019-97,16,49,1.445
78,202019-97,17,49.25,1.485
78,202019-97,18,50.5,1.866
78,202019-97,19,51,1.666
78,202019-97,20,52,1.725
78,202019-97,21,53.5,2.113
78,202019-97,22,54,1.469
78,202019-97,23,54.5,1.676
78,202019-97,24,55,1.99
78,202019-97,25,57,2
78,202019-97,26,58.5,1.78
78,202019-97,27,58.75,2.057
78,202019-97,28,59.5,1.852
78,202019-97,29,60,1.936
78,202019-97,30,61,2.273
78,202019-97,31,62.5,1.704
78,202019-97,32,63.5,2.441
78,202019-97,33,64,1.852
78,202019-97,34,65,1.612
78,202019-97,35,65.25,2.025
78,202019-97,36,67,2.252
78,202019-97,37,68.25,1.507
78,202019-97,38,67.75,1.731
78,202019-97,39,69,2.091
78,202019-97,40,70.5,2.747
78,202019-97,41,72.5,2.634
78,202019-97,42,73,1.933
78,202019-97,43,74.5,2.537
78,202019-97,44,73.75,1.569
78,202019-97,45,75.75,2.041
78,202019-97,46,76.75,2.105
78,202019-97,47,77.5,2.026
78,202019-97,48,78,1.525
78,202019-97,49,79.041,2.042
78,202019-97,50,80.5,2.115
78,202019-97,51,80,1.635
78,202019-97,52,81.5,2.214
78,202019-97,53,83,2.221
78,202019-97,54,82.5,1.641
78,202019-97,55,85,2.27
78,202019-97,56,84,2.218
78,202019-97,57,84.5,2.129
78,202019-97,58,87.5,1.832
78,202019-97,59,88,1.93
78,202019-97,60,88,2.5
78,202019-97,61,88.944,1.723
78,202019-97,62,89,1.943
78,202019-97,63,89.5,1.527
78,202019-97,64,92,2.597
78,202019-97,65,91.75,2.78
78,202019-97,66,94.5,2.295
78,202019-97,67,96.5,2.541
78,202019-97,68,95.5,1.963
78,202019-97,69,97,1.928
78,202019-97,70,95.781,2.037
78,202019-97,71,92.75,0.662
78,202019-97,72,94.5,1.286
78,202019-97,73,96.5,2.13
78,202019-97,74,99.5,2.773
78,202019-97,75,99.5,1.686
78,202019-97,76,102,3.754
82,202019-99,1,38,1.622
82,202019-99,2,38,1.493
82,202019-99,3,40,1.603
82,202019-99,4,41,1.642
82,202019-99,5,41,1.607
82,202019-99,6,42.5,1.764
82,202019-99,7,43.5,1.676
82,202019-99,8,44,1.614
82,202019-99,9,45,1.28
82,202019-99,10,46,1.362
82,202019-99,11,47.5,1.907
82,202019-99,12,49,1.59
82,202019-99,13,50.25,1.444
82,202019-99,14,51.5,1.901
82,202019-99,15,51,1.468
82,202019-99,16,52.5,1.538
82,202019-99,17,52.5,1.462
82,202019-99,18,52.5,1.459
82,202019-99,19,53.5,1.233
82,202019-99,20,54,1.308
82,202019-99,21,54.75,1.704
82,202019-99,22,57,1.87
82,202019-99,23,57,1.722
82,202019-99,24,57.5,2.033
82,202019-99,25,58.25,1.838
82,202019-99,26,59.5,1.835
82,202019-99,27,60,1.798
82,202019-99,28,62,1.966
82,202019-99,29,62,1.98
82,202019-99,30,64.25,1.789
82,202019-99,31,64.5,1.883
82,202019-99,32,65.5,2.168
82,202019-99,33,66,2.119
82,202019-99,34,67,2.011
82,202019-99,35,68,1.677
82,202019-99,36,68.75,1.533
82,202019-99,37,69.75,2.157
82,202019-99,38,70.5,1.773
82,202019-99,39,71.5,2.108
82,202019-99,40,72.25,1.969
82,202019-99,41,74,1.999
82,202019-99,42,73.5,2.021
82,202019-99,43,76,2.007
82,202019-99,44,75.5,1.968
82,202019-99,45,76.5,1.613
82,202019-99,46,77,1.835
82,202019-99,47,77,1.56
82,202019-99,48,77.5,1.613
82,202019-99,49,78.5,1.382
82,202019-99,50,80,2.123
82,202019-99,51,81.25,2.266
82,202019-99,52,83.5,2.431
82,202019-99,53,84,2.353
82,202019-99,54,86,2.121
82,202019-99,55,85,2.19
82,202019-99,56,87.5,2.308
82,202019-99,57,88.75,2.567
82,202019-99,58,88,2.209
82,202019-99,59,89.625,2.222
82,202019-99,60,90.5,2.589
82,202019-99,61,91.5,2.373
82,202019-99,62,93,1.731
82,202019-99,63,93,2.273
82,202019-99,64,94,1.96
82,202019-99,65,93.75,1.702
82,202019-99,66,96,2.047
82,202019-99,67,97,2.723
82,202019-99,68,98,1.91
82,202019-99,69,98,2.483
82,202019-99,70,99.5,1.881
82,202019-99,71,100.5,2.439
82,202019-99,72,101.5,3.07
82,202019-99,73,102.5,2.757
82,202019-99,74,105.5,1.997
82,202019-99,75,104.5,2.77
82,202019-99,76,107,1.451
10,202019-100,1,34,1.175
10,202019-100,2,36.25,1.272
10,202019-100,3,36.5,1.31
10,202019-100,4,38,1.657
10,202019-100,5,38.5,1.389
10,202019-100,6,39.5,1.753
10,202019-100,7,40,1.596
10,202019-100,8,41.75,1.683
10,202019-100,9,41.5,1.642
10,202019-100,10,42.5,1.743
10,202019-100,11,43.75,1.761
10,202019-100,12,46.5,2.256
10,202019-100,13,47,2.09
10,202019-100,14,48,2.014
10,202019-100,15,48,1.667
10,202019-100,16,49.5,1.939
10,202019-100,17,50.5,2.193
10,202019-100,18,51,1.881
10,202019-100,19,52.5,2.324
10,202019-100,20,53.5,2.069
